-5.315287624082646323e-01,-3.704857898042483721e-02,1.605540047260297198e+00
-5.516872558924715841e-01,-1.912401315198157259e-01,1.752984285436207434e+00
-5.532784345114294400e-01,-1.952397178291967184e-01,1.779540014853201235e+00
-5.656349208929332129e-01,-5.045580569812437022e-02,1.920710244611187445e+00
-5.739360347702370246e-01,-4.426612026866909994e-02,2.005367578284981800e+00
-5.756916282779898086e-01,-1.709644671523979087e-01,2.000247816550450697e+00
-8.180813298805457157e-01,3.542602732938323618e-01,2.966100174349407759e+00
-5.921825632734443179e-01,-2.475420872005610895e-01,2.148064660107844581e+00
-6.011005079994313771e-01,-2.030597369299386723e-01,2.228279056878877729e+00
-6.095142375952889990e-01,-3.889688852844796485e-01,2.261922337157732610e+00
-9.605660158824168571e-01,4.556337913177653798e-01,3.861117783816527371e+00
-8.004738833025824007e-01,2.167774472814665843e-01,3.250042567393638393e+00
-9.895374229787612386e-01,5.548651747409664159e-01,4.049588441456161370e+00
-5.398421853277549642e-01,-1.992263629010345427e-01,2.184701050938617772e+00
-1.010716192132173008e+00,4.880226018418707401e-01,4.191478726506699282e+00
-6.488590042653779033e-01,-4.024281403348457520e-01,2.640822473318444885e+00
-6.563229879500245278e-01,-3.619204005879861352e-01,2.710193011258724471e+00
-1.092120480946834560e+00,6.024767744019203786e-01,4.691814523290779526e+00
-1.092120480946834560e+00,6.024767744019203786e-01,4.691814523290779526e+00
-7.009432834363982234e-01,-5.946578384454713762e-01,3.090659038740443787e+00
9.645048720745058590e-01,-5.538823130005644524e-01,-4.585947284243533595e+00
-7.332818185309974979e-01,-4.332030906954969507e-01,3.415379123977626552e+00
5.598196005843707468e+00,-4.446482539737463213e+00,-2.736765610077308963e+01
-7.452168264051886037e-01,-4.520655837084824880e-01,3.564911335383221580e+00
2.216698941046938653e+00,-2.090127658819652456e+00,-1.279966777433566527e+01
-1.261457488620577383e+00,-1.742819509782574661e-01,7.214434275365448457e+00
4.449012465235584024e+00,-4.512245207133838143e+00,-2.840305480480163070e+01
6.396488500723502835e-01,-9.108833345452288510e-01,-5.815599473514330597e+00
6.541338694759097905e-01,-6.934599436530410888e-01,-6.194652262705361956e+00
6.226931145125281786e-01,-6.525167632835137121e-01,-6.000690368937226182e+00
6.006810254467763732e-01,-1.827240485003557846e-01,-5.890326201731595823e+00
5.600970180095449225e-01,-6.459885657118024094e-01,-5.618051461190538554e+00
5.749960383441393708e-01,-2.005205110710556876e-02,-5.784526590645975297e+00
5.304600500779630412e-01,-6.009972000573262640e-01,-5.426769819711685372e+00
4.570812794410342716e-01,-7.606331996602919698e-01,-4.721403801156635716e+00
3.341555639840331438e+00,-5.347363553606640174e+00,-3.993665612577974855e+01
3.337998351298646083e-01,-4.953275786072462439e-01,-4.246352333027358483e+00
-1.566805499106747490e+00,2.901606089385869947e+00,2.103664529381475035e+01
2.108333685029553650e-01,-3.890850674971916279e-01,-3.453349353169513858e+00
1.911610847764164400e-01,-4.868562597974771533e-01,-3.344983901691709338e+00
1.694945585972655322e-01,-3.783583428887180578e-01,-3.193563184515681108e+00
1.231531492652213622e+00,-3.232925162964643828e+00,-2.761044881514473914e+01
4.409876213821471991e-01,5.741757881539162334e-01,-9.645314862857429006e+00
4.288834810997890767e-02,-3.458483283544637188e-01,-3.087540787657923502e+00
2.583350012465025422e-02,-2.585222229759970292e-01,-2.298749485908669676e+00
2.957856456286608315e-01,-4.673343528244108924e+00,-3.377062904640924756e+01
-2.495678499915355078e-02,-2.660240770365589480e-01,-1.979771679900281800e+00
-2.961279576546922421e-01,1.283926145732421781e-02,-7.913205507434498465e+00
-2.961279576546922421e-01,1.283926145732421781e-02,-7.913205507434498465e+00
-9.798925754677338673e-02,8.430569538390220163e-02,-1.992892577678305299e+00
-1.335394191856766055e-01,-2.669875120984019357e-01,-2.394714554465787515e+00
-1.335394191856766055e-01,-2.669875120984019357e-01,-2.394714554465787515e+00
-2.948554137059564151e-01,-5.483595057527256289e-01,-3.942081789245892143e+00
-1.293947984329023027e-01,-1.957901568998614561e-01,-1.730388187357841723e+00
-1.163213336267120562e-01,-1.598745961981850872e-01,-1.397966905603272636e+00
-1.413118470151296657e-01,-2.208919229038637244e-01,-1.638902169304492951e+00
-2.552810518389130867e-01,-2.124516740007427740e-01,-1.916651287490313660e+00
-2.552810518389130867e-01,-2.124516740007427740e-01,-1.916651287490313660e+00
-2.147668410634555602e-01,2.574517136268085205e-01,-1.309457127828016043e+00
-2.226415383604130882e-01,2.424475167612280824e-01,-1.235128319380832229e+00
-2.292843677611973996e-01,2.923987519947174873e-01,-1.156821643292628154e+00
-2.303547286967018992e-01,2.946419906211443784e-01,-1.144168079305146524e+00
-2.337162973802763555e-01,3.121064998931262213e-01,-1.114401079371323489e+00
-2.366266208474045452e-01,3.086054069004391942e-01,-1.087851177901461464e+00
-2.392171128309118489e-01,2.739696247212289881e-01,-1.071954309842321873e+00
-2.487062310584511049e-01,1.378470544206236159e-01,-1.004796164052539353e+00
-2.498055583543907221e-01,1.426972940064425155e-01,-9.890883285241335310e-01
-2.487995196997637160e-01,2.063337447329572638e-01,-9.885850537318392472e-01
-2.692163916002988100e-01,7.805156723926783002e-02,-8.153428608512056641e-01
5.003934706943781174e-01,-2.635204203158837966e-01,-9.313668621095566591e-01
5.690760926201359204e-01,2.528682155898280826e-01,-1.077538317632287246e+00
5.793254431413520367e-01,-2.431947542510121962e-01,-1.144098059194203598e+00
5.839996961950291166e-01,2.586302299779567604e-01,-1.164699148358892433e+00
5.859708065627392548e-01,2.534433035184273098e-01,-1.173644856172380901e+00
5.863137348492174494e-01,2.988342624106991585e-01,-1.174795390425489083e+00
5.888020209816476891e-01,2.598468670823464999e-01,-1.187879571121233990e+00
6.145440022044003081e-01,-1.781002985728145360e-01,-1.302213860985075522e+00
6.303927691446362669e-01,-5.825053234542011404e-01,-2.027395055012022329e+00
6.542320127025389453e-01,-5.920551058299711178e-01,-2.247251443989019215e+00
6.646270830117869677e-01,-5.068669977181696762e-01,-2.298523950173153363e+00
6.685735411660126415e-01,-4.867250669618254921e-01,-2.337732252821627554e+00
6.414168617721658361e-01,-1.059350137825302712e-01,-1.489857920433648175e+00
6.965817366343883821e-01,-8.356873912625676359e-01,-2.771151706745329957e+00
6.949125475846209543e-01,-8.133427611940381441e-01,-2.729753116973393290e+00
6.524172482249031013e-01,-1.711750241992509858e-01,-1.544324946724198400e+00
6.558931631747839663e-01,-1.913529333196590798e-01,-1.561949496206129551e+00
6.554537131662681038e-01,-1.763366553015758009e-01,-1.560664761014146640e+00
6.557148517388631248e-01,-1.471200573255949107e-01,-1.564219379687393108e+00
6.557352463127775755e-01,2.314477959174695287e-01,-1.580140443707765519e+00
6.591876401310138300e-01,3.465846745731597789e-01,-1.600776181422358002e+00
7.584598816973110447e-01,-8.253680032373917896e-01,-3.168621703054876448e+00
7.539806403602370422e-01,-7.378131105864678130e-01,-3.096553519805938404e+00
7.098834426593380043e-01,-2.462877475985445763e-01,-1.871589823587155976e+00
7.074826491626864389e-01,-1.289091647882931735e-01,-1.866975818900106887e+00
7.117320626383779603e-01,-1.828178698786241674e-01,-1.887115396693002323e+00
7.104041147551384272e-01,-6.440291475318082881e-02,-1.888303461780998838e+00
8.989703383082904287e-01,-1.242632345063633847e+00,-4.497633802596733510e+00
7.125260039068012086e-01,1.160789821367747554e-01,-1.907569095643080637e+00
7.188918778601942616e-01,-1.068875694707010528e-02,-1.938332985200096337e+00
7.141612239173316112e-01,2.479007509074643290e-01,-1.918203347975816708e+00
9.039925441277677498e-01,-1.077665334801274799e+00,-4.445764821812042911e+00
7.142676393266695900e-01,3.434898221912274230e-01,-1.921564319356652284e+00
7.147524522761811161e-01,3.778159739630170821e-01,-1.923866146815045974e+00
7.222834919072798066e-01,1.190643669764507168e-01,-1.965265895111981020e+00
7.168442033738241514e-01,3.164499157126561268e-01,-1.936971817494981485e+00
7.155432806673963642e-01,4.694753010283686523e-01,-1.928383458903996761e+00
7.239696495859533343e-01,1.198015443065763713e-01,-1.969896483559774092e+00
7.164162456396494516e-01,4.606678139346389034e-01,-1.933394112310024893e+00
7.204561945603773498e-01,2.694817477986743426e-01,-1.954075079612236365e+00
7.177804628130718401e-01,4.073779663761343817e-01,-1.940682942363647134e+00
7.190933864547102150e-01,3.676348839905444477e-01,-1.950703327957181932e+00
7.259910201758376092e-01,2.470972738839668226e-01,-1.990474289966007282e+00
7.311461516682172812e-01,1.170083563761212808e-01,-2.017310529011144382e+00
7.228860484789390028e-01,4.422926702685210931e-01,-1.969658589285182781e+00
7.288450457433521823e-01,5.793752546276420556e-01,-2.007346089057246985e+00
7.610997038664829573e-01,-2.709784176206628259e-01,-2.171544250822509348e+00
7.570521475932339150e-01,-3.284257104220364605e-03,-2.163558425202312563e+00
7.589011607888187516e-01,-1.390685152597569488e-02,-2.172474828984353845e+00
7.635160990547203985e-01,2.987229775652639960e-02,-2.203357485113556891e+00
7.694567015908365670e-01,-8.051053742198648056e-02,-2.233346453515376417e+00
7.551088873093585452e-01,3.515420932840966906e-01,-2.162242539233867333e+00
7.707124940159810755e-01,-3.552088255436259071e-03,-2.243875220728110520e+00
7.609632290768768570e-01,2.863263772277214736e-01,-2.193848764896598080e+00
7.726240407160245294e-01,3.322212516057494736e-02,-2.254026445769478304e+00
7.586511936085623686e-01,5.447048106280816260e-01,-2.181737070627717934e+00
7.633243486380131282e-01,4.660731622044362310e-01,-2.212254542779347855e+00
7.804997710438902336e-01,1.439889887757699882e-01,-2.304315594782072374e+00
7.777701940623353849e-01,2.896955505181515456e-01,-2.295103452828630708e+00
7.758089512229418006e-01,4.736176418811841038e-01,-2.285173120826656135e+00
8.002085713845342729e-01,4.158569438118712991e-02,-2.413317784798364229e+00
1.598729652034733162e+00,-3.095010699868482540e+00,-1.090354839662208342e+01
8.173757574052140651e-01,-2.544887811291711155e-01,-2.501357233913347411e+00
8.021989249524523746e-01,3.127438082379130901e-01,-2.438714213998459890e+00
8.083227572862216048e-01,3.326707333068789074e-01,-2.471294063636612748e+00
8.061388029504379382e-01,4.093890721659304566e-01,-2.460421110281250545e+00
8.111433003916564966e-01,2.643028737499305558e-01,-2.485384173361414817e+00
8.358695228216901363e-01,-2.699976948886415595e-01,-2.607927671913338408e+00
8.361731807976794384e-01,-2.552082412211564844e-01,-2.609990630104059850e+00
8.132365659896334531e-01,3.413919201205483644e-01,-2.501050497421264840e+00
8.392798064283184534e-01,-2.428991237954378490e-01,-2.626758806433914462e+00
8.127858907542619971e-01,4.225335773292296371e-01,-2.499041242326981660e+00
8.374263119337509442e-01,-1.628962655535435011e-01,-2.619194477510800478e+00
1.810074558618652185e+00,-3.418185119810017270e+00,-1.251983083935470731e+01
8.108735933609634294e-01,6.390595638283486091e-01,-2.485748541995052907e+00
8.122987862158010941e-01,5.766129197739292556e-01,-2.493972743586507779e+00
8.401281073471710270e-01,-2.609863139704960422e-01,-2.595545646107097149e+00
8.288489599949296904e-01,2.304897210242429495e-01,-2.586903256578343413e+00
8.326093036361160715e-01,1.698945169809597533e-01,-2.613265426281187853e+00
