,PointIndex,ViewId,FeatureIndex
610,1208,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1893.26965332,  377.6890564 ]), array([2158.38110352,  325.42907715])]"
611,1210,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1893.9407959 ,  393.78778076]), array([2160.23120117,  342.44741821])]"
612,1212,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1896.77270508,  782.36157227]), array([2168.27563477,  745.56634521])]"
613,1214,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1897.04492188, 1645.98620605]), array([2188.3659668 , 1638.56567383])]"
614,1217,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1898.84191895,  949.32409668]), array([2179.18383789,  917.81610107])]"
615,1219,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1899.47119141,  407.978302  ]), array([2166.94311523,  357.15097046])]"
616,1221,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1900.66308594,  934.30529785]), array([2181.35644531,  902.24163818])]"
617,1223,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1900.74719238,  414.25479126]), array([2169.55444336,  363.18682861])]"
618,1225,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1903.27819824,  885.20123291]), array([2177.17651367,  851.37835693])]"
619,1227,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1903.36743164,  166.09977722]), array([2166.08642578,  107.03400421])]"
620,1229,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1904.62280273,  794.87341309]), array([2181.62158203,  757.95733643])]"
621,1231,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1906.86706543, 1473.68225098]), array([2200.67724609, 1460.16833496])]"
622,1233,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1906.99145508,  910.73547363]), array([2187.26953125,  878.19042969])]"
623,1235,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1908.0300293 ,  966.69696045]), array([2188.50854492,  935.63262939])]"
624,1238,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1908.59301758,  948.16784668]), array([2189.04516602,  915.70739746])]"
625,1240,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1912.95947266, 1214.82788086]), array([2202.06274414, 1192.42700195])]"
626,1242,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1914.17956543,  231.28775024]), array([2185.63061523,  175.18739319])]"
627,1244,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1914.34265137,  390.64959717]), array([2186.10205078,  340.14074707])]"
628,1246,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1914.60791016, 1349.53942871]), array([2204.79492188, 1331.42797852])]"
629,1248,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1917.14074707,  407.43286133]), array([2190.67529297,  357.6322937 ])]"
630,1250,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1917.18188477, 1664.21728516]), array([2214.91601562, 1655.91210938])]"
631,1252,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1917.6986084 ,  876.64770508]), array([2196.40551758,  842.34814453])]"
632,1255,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1918.73571777,  221.62799072]), array([2190.8059082 ,  164.82550049])]"
633,1257,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1920.03283691, 1649.03210449]), array([2216.96459961, 1639.94824219])]"
634,1259,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1922.68408203, 1358.32055664]), array([2214.2734375 , 1339.96447754])]"
635,1261,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1922.75549316,  995.71484375]), array([2209.93603516,  966.2253418 ])]"
636,1263,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1922.97375488,  155.53936768]), array([2191.5402832 ,   97.65433502])]"
637,1265,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1926.55358887, 1348.99707031]), array([2218.6887207 , 1330.87756348])]"
638,1267,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1928.81530762,  757.14550781]), array([2212.02124023,  719.59558105])]"
639,1269,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1929.74462891, 1261.36791992]), array([2218.86962891, 1241.1595459 ])]"
640,1271,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1931.45166016,  689.18695068]), array([2213.09594727,  650.39862061])]"
641,1273,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1932.34228516,  366.7182312 ]), array([2208.13867188,  317.04742432])]"
642,1275,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1935.97924805,  765.83959961]), array([2219.18310547,  729.26055908])]"
643,1277,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1936.25720215, 1107.45556641]), array([2226.95874023, 1081.36206055])]"
644,1279,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1937.18884277,  339.36135864]), array([2215.93676758,  288.69793701])]"
645,1281,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1937.62731934, 1209.71630859]), array([2237.5090332 , 1186.02319336])]"
646,1283,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1938.87109375, 1690.2512207 ]), array([2246.62646484, 1681.8515625 ])]"
647,1285,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1939.34484863,  464.3067627 ]), array([2219.30249023,  417.54656982])]"
648,1287,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1939.37072754,  727.37225342]), array([2225.234375  ,  689.01751709])]"
649,1289,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1940.72924805, 1518.02282715]), array([2240.82617188, 1503.62963867])]"
650,1291,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1940.78930664,  189.22937012]), array([2217.07763672,  133.69511414])]"
651,1293,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1941.11401367, 1101.96313477]), array([2234.58642578, 1076.04309082])]"
652,1295,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1941.31933594,  373.91690063]), array([2217.95874023,  324.16085815])]"
653,1297,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1944.85510254,  586.73468018]), array([2228.36230469,  544.06408691])]"
654,1300,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1946.65112305, 1645.87231445]), array([2249.54931641, 1636.36975098])]"
655,1302,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1948.52246094, 1169.51977539]), array([2243.68115234, 1145.2791748 ])]"
656,1304,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1949.97021484, 1087.79675293]), array([2245.13745117, 1061.31433105])]"
657,1306,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1956.63879395, 1468.52258301]), array([2264.10717773, 1453.2052002 ])]"
658,1308,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1960.24157715,  572.54748535]), array([2248.03515625,  530.57366943])]"
659,1311,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1962.26879883, 1096.09753418]), array([2259.51953125, 1069.71508789])]"
660,1313,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1962.4876709 , 1171.50939941]), array([2261.97387695, 1147.62573242])]"
661,1315,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1962.98266602,  246.01628113]), array([2246.7746582 ,  194.09294128])]"
662,1318,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1963.01086426, 1485.79248047]), array([2272.15454102, 1470.85266113])]"
663,1321,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1974.39428711,  461.98400879]), array([2261.67480469,  417.39990234])]"
664,1323,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1975.06396484,  467.74172974]), array([2261.98486328,  423.08877563])]"
665,1325,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1975.15441895,  579.05285645]), array([2266.30517578,  537.90533447])]"
666,1327,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1975.69677734, 1448.31994629]), array([2286.70947266, 1431.74060059])]"
667,1329,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1980.35107422,  350.00366211]), array([2269.28442383,  302.28536987])]"
668,1331,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1984.92626953,  388.45373535]), array([2279.61401367,  342.01077271])]"
669,1333,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1985.16101074, 1457.96228027]), array([2298.67626953, 1441.72509766])]"
670,1335,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1987.04077148, 1095.11315918]), array([2291.28344727, 1068.91125488])]"
671,1337,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1987.81689453,  245.97102356]), array([2277.50683594,  196.07933044])]"
672,1339,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1987.95556641, 1279.56835938]), array([2304.01538086, 1258.16418457])]"
673,1341,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1988.2142334 , 1660.38916016]), array([2305.25097656, 1649.22973633])]"
674,1343,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1988.32263184, 1304.33605957]), array([2305.09228516, 1283.62414551])]"
675,1345,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1988.40625   , 1340.61694336]), array([2305.58959961, 1320.95349121])]"
676,1347,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1988.56726074,  873.05548096]), array([2291.07714844,  840.3270874 ])]"
677,1349,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1989.29577637, 1295.87036133]), array([2306.0090332 , 1274.93017578])]"
678,1351,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1989.69226074,  236.891922  ]), array([2281.21582031,  186.39138794])]"
679,1353,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1989.81237793,  368.84558105]), array([2282.20239258,  322.36685181])]"
680,1355,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1989.92578125,  282.29428101]), array([2280.8112793 ,  233.45709229])]"
681,1357,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1992.05419922,  667.74389648]), array([2292.40771484,  628.21612549])]"
682,1359,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1992.5838623 ,  568.73846436]), array([2290.64794922,  527.80218506])]"
683,1361,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1993.90478516,  327.03353882]), array([2287.80834961,  279.84301758])]"
684,1364,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1995.0078125 ,  768.38708496]), array([2296.41381836,  733.20074463])]"
685,1366,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1995.88842773,  994.89324951]), array([2301.86547852,  965.79168701])]"
686,1369,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1998.94873047,  778.35180664]), array([2300.15283203,  743.88702393])]"
687,1371,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2003.72351074, 1273.30664062]), array([2318.61547852, 1251.51635742])]"
688,1373,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2009.25415039,  996.30419922]), array([2318.19262695,  967.23388672])]"
689,1375,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2009.39550781, 1370.13232422]), array([2325.35717773, 1350.91381836])]"
690,1377,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2011.1315918 ,  870.42810059]), array([2317.6809082 ,  838.26696777])]"
691,1379,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2012.45092773, 1661.34387207]), array([2336.31787109, 1649.34033203])]"
692,1381,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2012.56420898,  229.15055847]), array([2307.77587891,  180.70608521])]"
693,1384,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2014.0657959 ,  776.75256348]), array([2319.84985352,  742.61383057])]"
694,1386,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2014.62976074, 1092.91552734]), array([2327.13061523, 1066.85095215])]"
695,1388,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2016.13439941,   77.18022156]), array([2310.44042969,   24.72830963])]"
696,1390,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2017.60668945,  233.58863831]), array([2314.99902344,  185.35205078])]"
697,1392,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2023.63549805, 1297.75817871]), array([2340.41967773, 1275.93115234])]"
698,1394,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2023.76501465,  121.20137024]), array([2319.92285156,   70.69190979])]"
699,1396,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2027.55322266, 1654.9888916 ]), array([2356.6484375 , 1641.58496094])]"
700,1398,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2027.63671875, 1664.16394043]), array([2355.75195312, 1651.17724609])]"
701,1400,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2030.9609375 , 1558.46105957]), array([2359.79541016, 1543.41687012])]"
702,1402,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2032.11096191,  976.98083496]), array([2346.70092773,  947.77862549])]"
703,1404,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2032.17651367, 1701.19592285]), array([2364.05444336, 1689.23815918])]"
704,1406,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2033.78613281,  334.85375977]), array([2337.89868164,  290.37536621])]"
705,1408,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2034.73913574,  289.77154541]), array([2337.26489258,  244.21540833])]"
706,1410,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2034.96850586,  459.39355469]), array([2340.34057617,  418.19735718])]"
707,1412,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2037.09533691,  199.18370056]), array([2339.31005859,  152.06903076])]"
708,1414,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2037.56567383,  339.54736328]), array([2341.38671875,  295.74282837])]"
709,1416,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2037.97949219,  229.10824585]), array([2339.94628906,  182.94606018])]"
710,1418,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2039.03430176, 1372.17382812]), array([2361.95068359, 1352.06201172])]"
711,1420,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2039.6361084 ,   99.68317413]), array([2339.54223633,   50.04426193])]"
712,1422,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2040.09863281, 1763.67236328]), array([2399.22265625, 1753.44665527])]"
713,1424,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2041.5213623 ,  110.17061615]), array([2340.36328125,   61.43203735])]"
714,1427,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2041.61572266, 1242.12231445]), array([2366.59790039, 1219.30065918])]"
715,1429,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2043.70471191,  982.42102051]), array([2361.85107422,  953.64526367])]"
716,1431,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2044.5065918 , 1150.07385254]), array([2367.65869141, 1125.39050293])]"
717,1433,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2046.33850098, 1098.93334961]), array([2365.88769531, 1072.85021973])]"
718,1435,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2046.78613281,  444.85339355]), array([2356.26855469,  403.86141968])]"
719,1437,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2048.51147461, 1765.5559082 ]), array([2409.16894531, 1754.2668457 ])]"
720,1439,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2051.18505859, 1661.70397949]), array([2383.16210938, 1647.74633789])]"
721,1441,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2054.5456543 ,  229.84240723]), array([2360.24438477,  185.56027222])]"
722,1443,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2057.17138672,  663.2522583 ]), array([2371.41455078,  627.87561035])]"
723,1445,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2058.94702148,  216.20780945]), array([2364.33618164,  171.21817017])]"
724,1448,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2065.08544922, 1109.1472168 ]), array([2391.78198242, 1082.99645996])]"
725,1450,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2065.68164062, 1543.4185791 ]), array([2401.27612305, 1526.05700684])]"
726,1452,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2067.49511719,  438.13745117]), array([2382.21240234,  398.26046753])]"
727,1454,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2067.65063477, 1100.50439453]), array([2392.31665039, 1074.33569336])]"
728,1456,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2067.796875  , 1775.59155273]), array([2435.25415039, 1763.45910645])]"
729,1458,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2067.84716797, 1259.29699707]), array([2402.36352539, 1236.1484375 ])]"
730,1461,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2068.57128906, 1396.46704102]), array([2402.20800781, 1375.49719238])]"
731,1463,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2069.15185547, 1672.87145996]), array([2407.57348633, 1658.08215332])]"
732,1465,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2072.63916016, 1166.95581055]), array([2404.20751953, 1141.91625977])]"
733,1467,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2074.23803711,  450.17263794]), array([2391.18945312,  410.90863037])]"
734,1469,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2084.19702148,  549.08569336]), array([2403.65283203,  512.34454346])]"
735,1472,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2084.25463867, 1090.08447266]), array([2414.30712891, 1063.9342041 ])]"
736,1475,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2084.67114258,  193.92861938]), array([2399.10961914,  149.76115417])]"
737,1477,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2084.76025391,  182.07548523]), array([2399.66040039,  137.87971497])]"
738,1480,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2090.28369141,  202.78607178]), array([2405.86499023,  159.51841736])]"
739,1482,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2091.94775391,  436.25091553]), array([2411.70239258,  397.95120239])]"
740,1485,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2092.23022461, 1258.51086426]), array([2429.28613281, 1235.65148926])]"
741,1487,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2093.06518555, 1095.86157227]), array([2427.58911133, 1069.75854492])]"
742,1489,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2094.6328125 , 1165.97705078]), array([2430.94775391, 1141.13208008])]"
743,1491,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2096.53051758,  529.54632568]), array([2417.33227539,  492.64974976])]"
744,1493,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2101.38818359,  983.77008057]), array([2432.45996094,  955.76367188])]"
745,1495,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2102.91186523,  545.92254639]), array([2427.40917969,  509.89157104])]"
746,1497,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2103.10205078, 1689.78234863]), array([2449.73730469, 1673.87487793])]"
747,1499,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2105.63305664,  852.3248291 ]), array([2437.41308594,  821.91778564])]"
748,1501,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2109.74023438, 1268.67626953]), array([2449.42749023, 1245.38195801])]"
749,1503,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2111.89868164,  654.44482422]), array([2440.20507812,  620.8526001 ])]"
750,1506,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2119.68896484,  193.02279663]), array([2440.41918945,  152.11297607])]"
751,1509,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2120.0847168 ,  510.57806396]), array([2448.73266602,  474.95092773])]"
752,1511,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2121.25805664, 1246.48425293]), array([2463.69775391, 1222.70629883])]"
753,1513,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2121.67333984,  664.74450684]), array([2453.69189453,  632.10095215])]"
754,1515,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2121.90795898, 1470.37231445]), array([2469.01245117, 1449.76330566])]"
755,1517,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2124.16674805, 1263.76257324]), array([2465.30810547, 1240.1463623 ])]"
756,1520,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2128.11230469, 1462.08374023]), array([2477.26318359, 1442.04443359])]"
757,1523,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2128.5715332 ,  651.21453857]), array([2461.23486328,  618.14727783])]"
758,1525,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2130.63867188,  510.14822388]), array([2462.09765625,  475.06054688])]"
759,1527,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2133.63598633, 1691.95935059]), array([2490.71801758, 1674.44360352])]"
760,1529,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2137.70947266,   74.29228973]), array([2460.46777344,   32.75439835])]"
761,1531,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2137.83520508,   72.34016418]), array([2461.49316406,   30.22926331])]"
762,1533,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2141.84716797,  656.52935791]), array([2477.59887695,  624.23132324])]"
763,1535,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2143.50073242,  851.12060547]), array([2482.25830078,  821.69104004])]"
764,1537,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2143.83544922, 1700.39526367]), array([2502.27758789, 1681.04760742])]"
765,1539,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2143.95458984, 1093.4798584 ]), array([2490.9453125, 1067.3684082])]"
766,1541,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2144.56738281, 1103.07495117]), array([2492.43408203, 1077.5567627 ])]"
767,1543,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2145.45800781,  428.19845581]), array([2478.52563477,  392.56448364])]"
768,1545,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2145.46582031, 1261.96899414]), array([2493.37231445, 1237.97229004])]"
769,1547,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2146.09936523,  183.37606812]), array([2472.97631836,  144.35604858])]"
770,1550,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2146.70996094, 1271.21459961]), array([2494.4543457 , 1247.52441406])]"
771,1552,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2153.00878906, 1376.0534668 ]), array([2504.70361328, 1353.51257324])]"
772,1554,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2154.1003418 , 1547.96069336]), array([2508.98120117, 1527.90979004])]"
773,1557,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2156.22631836,  507.94662476]), array([2492.50146484,  474.13287354])]"
774,1560,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2161.3737793 ,  188.37229919]), array([2492.62304688,  150.42289734])]"
775,1562,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2162.55883789,  153.06846619]), array([2494.69042969,  114.8904953 ])]"
776,1564,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2163.17626953,  653.11834717]), array([2505.57885742,  621.57849121])]"
777,1566,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2164.77148438,   60.80159378]), array([2493.29492188,   21.27758217])]"
778,1568,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2167.62133789, 1246.52197266]), array([2522.36669922, 1221.96386719])]"
779,1570,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2170.88183594,  737.59143066]), array([2513.94433594,  707.56988525])]"
780,1572,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2170.92456055, 1699.81506348]), array([2535.76904297, 1680.65844727])]"
781,1574,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2171.57446289,  184.77334595]), array([2503.19799805,  147.72344971])]"
782,1577,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2171.87329102,  956.37054443]), array([2521.77563477,  928.53240967])]"
783,1580,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2173.86157227,  347.36538696]), array([2513.62890625,  312.40579224])]"
784,1582,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2177.22680664,  178.41334534]), array([2509.89697266,  141.70388794])]"
785,1584,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2177.30712891,  206.21092224]), array([2512.36108398,  169.04838562])]"
786,1586,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2177.49389648,  867.22570801]), array([2524.25610352,  838.82879639])]"
787,1588,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2179.13891602,  407.44439697]), array([2520.86645508,  373.86520386])]"
788,1590,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2181.43579102,  957.90625   ]), array([2532.85375977,  930.34783936])]"
789,1592,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2181.43920898, 1268.84985352]), array([2539.77709961, 1244.60290527])]"
790,1594,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2182.11352539,  853.40472412]), array([2530.40039062,  824.91870117])]"
791,1596,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2183.1875    ,  498.88314819]), array([2526.09375   ,  466.17474365])]"
792,1599,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2186.87573242, 1703.08703613]), array([2554.10644531, 1684.02478027])]"
793,1601,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2187.57958984, 1703.99682617]), array([2554.10644531, 1684.02478027])]"
794,1603,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2195.36474609, 1101.30810547]), array([2550.9375    , 1075.27709961])]"
795,1605,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2195.96142578,  292.0788269 ]), array([2537.25219727,  257.87368774])]"
796,1607,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2197.79956055,  166.95188904]), array([2536.98706055,  131.90238953])]"
797,1609,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2197.98217773,  844.23565674]), array([2548.45263672,  815.9276123 ])]"
798,1611,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2200.19091797, 1450.36779785]), array([2565.97949219, 1427.54504395])]"
799,1613,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2202.22094727,  731.67773438]), array([2553.59985352,  702.29309082])]"
800,1615,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2204.00439453, 1085.09558105]), array([2561.16552734, 1059.02001953])]"
801,1617,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2207.06420898, 1553.27160645]), array([2574.76171875, 1531.1184082 ])]"
802,1619,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2207.11743164,   48.01813126]), array([2545.20825195,   11.94934273])]"
803,1621,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2209.75073242, 1544.09936523]), array([2579.79370117, 1521.84655762])]"
804,1623,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2212.09692383,  277.9201355 ]), array([2556.87792969,  244.71511841])]"
805,1625,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2213.17016602,  973.01446533]), array([2569.53710938,  945.97802734])]"
806,1627,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2216.11132812, 1089.39855957]), array([2576.70727539, 1063.39941406])]"
807,1629,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2223.12963867, 1722.03881836]), array([2600.2512207 , 1700.19812012])]"
808,1631,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2226.17944336, 1710.4864502 ]), array([2602.53027344, 1688.25708008])]"
809,1633,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2229.04541016, 1237.33044434]), array([2597.21508789, 1212.13513184])]"
810,1635,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([2230.0546875 , 1133.47668457]), array([2596.32397461, 1107.55371094])]"
