,PointIndex,ViewId,FeatureIndex
203,358,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([ 938.4666748 , 1635.84265137]), array([1269.12634277, 1681.84814453])]"
204,360,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([939.17547607, 257.61932373]), array([824.21759033, 122.93869781])]"
205,362,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([939.20275879, 348.70159912]), array([824.83282471, 225.4236908 ])]"
206,364,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([ 940.24493408, 1614.58190918]), array([1270.66357422, 1657.62719727])]"
207,367,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([944.28167725, 751.0847168 ]), array([843.06243896, 679.55151367])]"
208,369,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([ 947.85284424, 1693.36328125]), array([1281.82409668, 1747.80187988])]"
209,371,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([ 950.89642334, 1649.31506348]), array([1284.02441406, 1696.78442383])]"
210,373,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([ 951.27587891, 1557.24865723]), array([1280.12670898, 1591.60205078])]"
211,375,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([958.53552246, 205.59367371]), array([851.28442383,  65.936409  ])]"
212,377,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([962.33197021, 790.70367432]), array([872.00305176, 724.66656494])]"
213,379,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([963.39654541, 920.42126465]), array([931.46710205, 868.45080566])]"
214,381,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([966.28063965, 587.7199707 ]), array([873.956604 , 496.2272644])]"
215,383,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([971.5246582 , 197.31517029]), array([870.30297852,  58.10268784])]"
216,385,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([ 975.83953857, 1693.37731934]), array([1313.18359375, 1744.86999512])]"
217,388,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([ 975.94512939, 1557.06433105]), array([1308.25695801, 1589.88342285])]"
218,391,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([977.21398926, 336.25390625]), array([883.28717041, 214.00798035])]"
219,393,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([981.12207031, 482.7147522 ]), array([1000.61486816,  375.47033691])]"
220,395,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([ 985.33117676, 1635.59216309]), array([1321.97814941, 1679.20324707])]"
221,397,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([987.50921631, 581.57080078]), array([905.30041504, 490.85620117])]"
222,399,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([ 989.90777588, 1140.59790039]), array([ 954.3515625 , 1117.58276367])]"
223,402,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([ 993.65545654, 1190.88024902]), array([ 964.44354248, 1175.72546387])]"
224,404,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([995.07836914, 897.90686035]), array([977.5880127 , 846.49981689])]"
225,406,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([995.83166504, 872.83111572]), array([982.36682129, 814.14251709])]"
226,408,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([997.35308838, 266.65213013]), array([912.75378418, 137.66229248])]"
227,410,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1011.73016357, 1210.43493652]), array([ 987.56750488, 1197.49621582])]"
228,412,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1015.40563965, 1428.13195801]), array([1088.56091309, 1440.80480957])]"
229,414,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1022.35888672,  438.38983154]), array([1066.87341309,  328.04196167])]"
230,416,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1026.02392578,  330.34979248]), array([956.92694092, 210.28186035])]"
231,419,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1026.19116211, 1639.13647461]), array([1366.62341309, 1680.86547852])]"
232,421,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1026.94152832, 1110.78845215]), array([1025.94641113, 1084.03881836])]"
233,423,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1027.60253906,  308.6053772 ]), array([959.70697021, 187.65028381])]"
234,425,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1029.65966797,  593.53155518]), array([1035.07885742,  502.73791504])]"
235,427,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1030.98974609, 1738.65942383]), array([1381.77648926, 1792.9987793 ])]"
236,430,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1038.35351562,  420.3581543 ]), array([1091.62084961,  308.52975464])]"
237,432,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1040.13806152,  945.5723877 ]), array([1031.9239502 ,  899.11584473])]"
238,434,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1047.76733398, 1766.97546387]), array([1410.03723145, 1823.97680664])]"
239,436,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1052.35925293,  257.54153442]), array([994.97052002, 132.56715393])]"
240,438,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1057.16662598,  652.88165283]), array([1104.5814209,  570.3772583])]"
241,440,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1058.40649414,  682.98413086]), array([1098.71350098,  606.80499268])]"
242,442,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1059.73071289, 1396.87573242]), array([1136.5670166 , 1404.18591309])]"
243,445,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1067.53527832,  656.67034912]), array([1114.5065918 ,  577.13311768])]"
244,447,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1080.18933105,  631.04071045]), array([1138.26269531,  547.90588379])]"
245,451,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1081.62341309, 1049.24316406]), array([1118.40905762, 1014.62243652])]"
246,453,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1081.70959473, 1188.21789551]), array([1121.41650391, 1169.30749512])]"
247,455,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1081.72607422,  687.95678711]), array([1135.82824707,  611.47235107])]"
248,457,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1081.98205566,  307.93365479]), array([1124.38745117,  188.41065979])]"
249,459,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1083.75598145,  640.309021  ]), array([1143.45117188,  558.68188477])]"
250,461,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1085.08081055,  615.11029053]), array([1147.23022461,  530.07409668])]"
251,463,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1087.45068359, 1439.63671875]), array([1198.91418457, 1453.68945312])]"
252,465,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1088.64941406,  696.92401123]), array([1144.29418945,  622.33575439])]"
253,467,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1089.48303223,  632.16906738]), array([1149.9855957,  549.8170166])]"
254,469,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1092.76928711,  237.39796448]), array([1053.06347656,  113.45407867])]"
255,471,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1094.29394531,  204.90007019]), array([1055.69775391,   77.86608887])]"
256,473,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1097.24023438,  468.61929321]), array([1176.10327148,  368.98565674])]"
257,475,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1098.15710449,  298.42474365]), array([1150.04174805,  176.33633423])]"
258,477,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1100.16052246,  727.56182861]), array([1158.38659668,  656.52825928])]"
259,479,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1101.34570312, 1225.9173584 ]), array([1151.42199707, 1211.71191406])]"
260,481,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1101.84130859,  211.24635315]), array([1066.71020508,   84.94519043])]"
261,483,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1102.31921387, 1375.80517578]), array([1200.26733398, 1379.8026123 ])]"
262,485,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1102.31921387, 1375.80517578]), array([ 893.16314697, 1378.61193848])]"
263,487,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1108.60253906, 1086.34338379]), array([1159.82043457, 1055.28051758])]"
264,489,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1115.51672363, 1340.23291016]), array([1223.37890625, 1338.91235352])]"
265,491,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1116.44348145,  702.53668213]), array([1167.44104004,  629.6697998 ])]"
266,493,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1116.46191406,  957.30725098]), array([1170.04211426,  914.39715576])]"
267,496,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1120.11889648,  844.58087158]), array([1175.13024902,  789.98150635])]"
268,498,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1120.28649902, 1153.17956543]), array([1225.13720703, 1131.04345703])]"
269,500,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1122.09204102, 1329.72106934]), array([1229.41003418, 1327.20153809])]"
270,502,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1122.51269531, 1131.11486816]), array([1228.9609375 , 1106.21948242])]"
271,504,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1123.90270996,  976.90826416]), array([1180.33068848,  934.37445068])]"
272,507,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1124.46557617, 1322.64953613]), array([1234.48510742, 1319.45397949])]"
273,509,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1126.59509277, 1144.05358887]), array([1232.60644531, 1120.85791016])]"
274,511,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1128.04699707,  855.57287598]), array([1186.50744629,  800.15686035])]"
275,513,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1133.32299805, 1521.71618652]), array([1475.74694824, 1542.27026367])]"
276,515,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1133.77246094,  331.48483276]), array([1234.33447266,  216.32139587])]"
277,517,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1134.78710938, 1327.63269043]), array([1251.07177734, 1324.046875  ])]"
278,519,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1138.046875  ,  781.79022217]), array([1198.07067871,  719.2510376 ])]"
279,521,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1138.4765625 , 1171.26794434]), array([1249.19836426, 1149.14562988])]"
280,523,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1142.43200684,  902.72735596]), array([1215.89819336,  851.06347656])]"
281,525,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1143.06237793, 1115.88952637]), array([1251.83520508, 1089.56091309])]"
282,527,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1146.04162598, 1103.99963379]), array([1249.66833496, 1076.77185059])]"
283,529,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1149.2947998 ,  845.47344971]), array([1212.05749512,  789.69689941])]"
284,531,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1149.56323242, 1141.98828125]), array([1266.06933594, 1119.08752441])]"
285,533,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1149.68066406,  198.9573822 ]), array([1137.19482422,   75.7973938 ])]"
286,535,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1150.76782227, 1120.24316406]), array([1261.234375  , 1094.09533691])]"
287,537,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1151.00622559,  831.63476562]), array([1216.03796387,  775.14440918])]"
288,539,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1155.25024414, 1090.67248535]), array([1250.01855469, 1062.11889648])]"
289,541,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1155.79711914, 1139.18774414]), array([1271.20166016, 1115.11816406])]"
290,543,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1156.76501465, 1146.77075195]), array([1273.07409668, 1123.5859375 ])]"
291,545,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1158.23132324,  194.46226501]), array([1148.03515625,   72.25183105])]"
292,547,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1158.23522949,  818.21136475]), array([1224.71948242,  760.47485352])]"
293,550,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1162.52648926, 1116.59094238]), array([1275.47375488, 1090.19763184])]"
294,552,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1162.9005127 ,  979.01245117]), array([1254.03491211,  938.48791504])]"
295,554,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1164.04797363, 1167.68334961]), array([1282.40124512, 1145.37219238])]"
296,556,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1165.96655273,  791.73016357]), array([1238.953125  ,  731.90722656])]"
297,558,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1167.8293457 ,  775.30737305]), array([1242.70141602,  712.27593994])]"
298,560,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1169.3092041 , 1403.13244629]), array([1302.25744629, 1407.65637207])]"
299,562,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1170.33056641, 1135.44433594]), array([1284.24511719, 1111.39648438])]"
300,564,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1170.62084961, 1123.7512207 ]), array([1285.44433594, 1098.52770996])]"
301,566,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1171.04943848, 1341.59631348]), array([1303.83874512, 1340.02490234])]"
302,568,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1172.64575195, 1161.7487793 ]), array([1292.19665527, 1140.29785156])]"
303,570,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1173.66992188, 1148.92578125]), array([1291.8046875 , 1125.56530762])]"
304,572,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1174.09289551,  352.0958252 ]), array([1281.07946777,  240.67578125])]"
305,574,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1177.63244629, 1024.65307617]), array([1277.85119629,  989.07147217])]"
306,576,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1181.60400391, 1031.48242188]), array([1283.71533203,  996.2711792 ])]"
307,578,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1182.3059082 ,  773.35064697]), array([1262.65393066,  712.55273438])]"
308,580,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1184.06152344,  881.26867676]), array([1269.57214355,  830.22442627])]"
309,582,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1184.11694336, 1161.05761719]), array([1304.3137207, 1138.6282959])]"
310,584,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1185.72241211,  666.57958984]), array([1274.3861084 ,  594.32458496])]"
311,586,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1185.76306152,  975.50622559]), array([1277.46447754,  931.64080811])]"
312,588,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1185.98339844, 1153.7434082 ]), array([1304.59204102, 1131.20593262])]"
313,590,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1187.5871582 , 1332.21557617]), array([1328.97241211, 1328.59020996])]"
314,592,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1189.84729004, 1025.89599609]), array([1292.02380371,  990.58331299])]"
315,594,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1191.69372559,  152.87588501]), array([1194.39428711,   29.52399826])]"
316,596,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1192.73718262,  176.3785553 ]), array([1198.6373291,   54.9616394])]"
317,598,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1194.30578613, 1033.56420898]), array([1298.69384766,  998.72943115])]"
318,600,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1194.89624023,  990.84442139]), array([1282.81018066,  951.71765137])]"
319,602,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1197.93127441,  887.10601807]), array([1290.58752441,  838.76556396])]"
320,604,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1198.10327148,  608.41113281]), array([1321.32592773,  527.72918701])]"
321,606,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1199.97119141, 1174.50170898]), array([1321.45910645, 1154.74108887])]"
322,608,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1201.15087891,  514.93768311]), array([1308.98742676,  425.37472534])]"
323,610,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1201.25292969, 1151.10644531]), array([1317.37756348, 1129.32580566])]"
324,612,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1202.06274414,  149.45083618]), array([1211.05505371,   26.21916199])]"
325,614,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1202.3692627 ,  917.05108643]), array([1295.09240723,  870.60003662])]"
326,616,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1203.43408203, 1332.74035645]), array([1352.30371094, 1329.04077148])]"
327,618,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1204.63427734, 1032.72009277]), array([1309.35058594,  997.7019043 ])]"
328,620,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1207.31140137, 1144.87536621]), array([1323.40100098, 1123.00646973])]"
329,622,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1207.80285645, 1075.36083984]), array([1302.29711914, 1045.12231445])]"
330,624,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1208.08862305, 1150.8425293 ]), array([1324.76843262, 1129.26538086])]"
331,626,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1209.72070312,  753.11248779]), array([1303.39367676,  690.19567871])]"
332,628,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1213.68444824,  253.38046265]), array([1312.17419434,  140.00131226])]"
333,630,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1214.26464844,  516.11883545]), array([1329.93115234,  428.45443726])]"
334,632,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1217.63146973, 1026.02050781]), array([1324.37097168,  990.84228516])]"
335,634,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1219.10375977, 1173.9597168 ]), array([1347.13452148, 1153.65844727])]"
336,636,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1219.14440918, 1345.77001953]), array([1374.27270508, 1343.46569824])]"
337,638,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1220.27404785, 1076.99121094]), array([1316.09313965, 1047.25805664])]"
338,640,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1223.03552246,  899.74273682]), array([1316.1126709 ,  849.46856689])]"
339,642,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1224.99914551, 1155.65869141]), array([1354.16003418, 1133.0838623 ])]"
340,644,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1227.18395996, 1635.47119141]), array([1543.25036621, 1664.98620605])]"
341,646,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1228.77709961, 1016.8147583 ]), array([1336.04101562,  980.77807617])]"
342,648,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1229.06506348, 1168.7434082 ]), array([1359.34729004, 1147.84838867])]"
343,650,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1229.6541748 ,  512.58587646]), array([1350.39367676,  425.8984375 ])]"
344,652,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1233.75830078, 1060.27209473]), array([1331.59472656, 1029.10986328])]"
345,654,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1235.60498047, 1010.51312256]), array([1342.04577637,  974.40148926])]"
346,657,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1238.13183594, 1174.95471191]), array([1369.89294434, 1154.4420166 ])]"
347,659,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1239.13464355, 1166.11230469]), array([1370.76403809, 1144.63671875])]"
348,661,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1242.0546875 ,  608.38208008]), array([1376.66674805,  530.35778809])]"
349,663,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1246.67199707, 1273.93041992]), array([1388.84362793, 1263.3572998 ])]"
350,665,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1249.95068359, 1359.92785645]), array([ 932.18884277, 1358.66845703])]"
351,667,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1250.58898926,  644.39575195]), array([1384.13500977,  572.07983398])]"
352,669,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1253.12341309,  133.24711609]), array([1300.6697998 ,   12.56646442])]"
353,671,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1253.20849609, 1306.05297852]), array([1405.68579102, 1299.0065918 ])]"
354,673,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1256.38037109,  142.66423035]), array([1304.90307617,   23.21377373])]"
355,675,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1256.8190918 ,  149.71981812]), array([1306.01074219,   30.61756706])]"
356,677,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1257.13256836, 1350.43286133]), array([1430.95300293, 1347.17980957])]"
357,679,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1258.73376465,  156.80989075]), array([1310.87805176,   37.55310822])]"
358,681,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1260.59387207,  582.09423828]), array([1407.85412598,  502.79116821])]"
359,683,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1262.67773438, 1202.83874512]), array([1393.72705078, 1184.88708496])]"
360,685,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1270.25048828,  483.31225586]), array([1418.47229004,  394.35766602])]"
361,687,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1274.76025391,  172.54411316]), array([1331.79943848,   58.03672791])]"
362,689,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1276.49560547,  623.83514404]), array([1422.39746094,  551.70257568])]"
363,691,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1278.64050293,  497.16213989]), array([1421.54052734,  411.62478638])]"
364,693,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1286.08447266,  578.00036621]), array([1444.45153809,  499.54495239])]"
365,695,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1286.40527344,  564.74865723]), array([1444.34521484,  485.13739014])]"
366,697,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1289.0189209 ,  642.43713379]), array([1441.66516113,  570.60687256])]"
367,699,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1290.04406738,  312.24621582]), array([1417.98474121,  209.31321716])]"
368,702,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1291.14160156,  668.8112793 ]), array([1446.56201172,  597.95092773])]"
369,704,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1291.60986328,  151.56863403]), array([1357.1270752 ,   36.22195435])]"
370,706,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1295.11376953,  158.19970703]), array([1361.70166016,   43.8456192 ])]"
371,708,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1296.72338867,  174.81715393]), array([1360.43786621,   62.71828461])]"
372,710,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1298.16589355, 1334.62817383]), array([1489.74682617, 1328.80029297])]"
373,712,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1302.47583008,  711.29431152]), array([1450.74841309,  645.18200684])]"
374,714,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1306.65270996,  686.57226562]), array([1458.64892578,  618.57946777])]"
375,716,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1308.953125  ,  152.68367004]), array([1378.8840332 ,   39.68210602])]"
376,718,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1309.06616211,  136.1496582 ]), array([1382.64807129,   21.77529526])]"
377,720,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1310.0045166 ,  946.97393799]), array([1454.21447754,  905.05383301])]"
378,722,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1310.66162109,  922.57720947]), array([1458.15258789,  878.57928467])]"
379,724,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1312.21813965, 1171.40991211]), array([1460.74645996, 1150.43969727])]"
380,726,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1315.41052246,  835.64801025]), array([1479.73132324,  783.10992432])]"
381,728,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1317.36413574,  123.2600708 ]), array([1395.80541992,    8.07583046])]"
382,730,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1318.70800781, 1174.88427734]), array([1469.98632812, 1153.64404297])]"
383,732,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1322.44458008,  608.64990234]), array([1469.36193848,  535.00836182])]"
384,734,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1326.06225586,  585.52947998]), array([1476.5723877 ,  511.12463379])]"
385,736,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1330.65966797, 1410.03491211]), array([1540.51818848, 1409.82849121])]"
386,739,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1331.44494629,  381.66174316]), array([1508.72961426,  286.9069519 ])]"
387,741,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1332.21508789, 1272.86474609]), array([1506.64111328, 1261.0267334 ])]"
388,743,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1332.56445312,  832.88317871]), array([1501.38269043,  780.86523438])]"
389,745,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1332.9954834 , 1342.89379883]), array([1542.38415527, 1337.66247559])]"
390,747,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1336.83239746, 1392.26989746]), array([ 888.08172607, 1387.32263184])]"
391,749,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1343.68054199, 1347.6385498 ]), array([1374.27270508, 1343.46569824])]"
392,751,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1349.22814941,  159.36413574]), array([1426.03393555,   50.65512085])]"
393,753,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1349.25683594,  166.96794128]), array([1424.45288086,   59.13894653])]"
394,755,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1352.4621582 ,  312.14154053]), array([1506.71020508,  213.85940552])]"
395,757,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1369.91064453, 1727.86462402]), array([1660.11791992, 1756.83081055])]"
396,759,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1370.63513184, 1305.72241211]), array([1546.34899902, 1295.65258789])]"
397,761,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1372.69555664,  871.65985107]), array([1521.78881836,  823.70739746])]"
398,763,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1375.57873535,  164.99920654]), array([1459.91674805,   59.57453537])]"
399,765,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1384.95849609,  533.37475586]), array([1554.7857666 ,  457.16693115])]"
400,767,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1402.43823242, 1045.95239258]), array([1556.04919434, 1014.27423096])]"
401,769,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1403.8067627 ,  192.27696228]), array([1499.3560791 ,   91.63896942])]"
402,771,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1405.12341309,  138.89195251]), array([1501.42224121,   33.76330948])]"
403,773,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1406.57885742, 1703.81604004]), array([1681.56726074, 1727.07055664])]"
404,775,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1408.66601562, 1193.80786133]), array([1569.33886719, 1173.4432373 ])]"
405,777,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1414.13476562, 1709.15014648]), array([1691.54821777, 1733.59960938])]"
406,779,"['view_eca4a48eae39', 'view_e5f42324df04']","[array([1423.38818359,  129.62971497]), array([1525.83032227,   24.82916832])]"
